,map_id,plays,difficulty,duration,density,genre,artist_popularity,release_year,rhythm_sync,pattern_readability,design_creativity,style_consistency,mapper_reputation,map_status,tournament_usage,collaborations
53,53,0,0.5416931050818761,230.77238096279459,0.4485056395515257,hiphop,0.6341672680335129,2003,0.8684015342977682,0.4741180699479686,0.4135035899677105,0.7773216380528377,0.5288341408968399,0.16334483152291318,0.3358097752103003,0.1643392765658583
54,54,18,0.5762725016822904,208.97523310576418,0.21938328175745442,pop,0.5160357002413091,2002,1.0306192172447142,0.6058708511324481,0.8482315772501081,0.8419600387280792,0.6657859558453101,0.38813925080849593,0.25321526418096874,0.4121937579634401
55,55,3,0.5091376615803708,159.69050186625026,0.437377912461422,rock,0.4994018153888627,2013,0.921240961965498,0.7215842569624089,0.528621119861141,0.5970260172898574,0.20628750121443673,0.4421112204656875,0.49555902997482537,0.510641812868343
56,56,0,0.2476195788121322,163.805410087439,0.4912575600233222,classical,0.11663643652277522,2003,0.7863538207829531,0.5358470698103643,0.5105334457514603,0.6201932926886657,0.29219316191920586,0.6205246362066583,0.4062288757195498,0.425715784291711
57,57,3,0.7162355825508124,170.59175794476212,0.7661524300835605,pop,0.43833731396745335,2001,0.6686284831720568,0.5705105854598205,0.8115625061060724,0.9246277306018427,0.8634987394719851,0.6227375042875108,0.18761016115219148,0.22627359672118605
58,58,0,0.41977863242467445,231.28919385494663,0.5189881850093087,hiphop,0.8109010106913563,2005,0.7093049236441383,0.6079162647086328,0.7550622240298874,0.7475611415425009,0.41726609651734425,0.27808828838622407,0.30650396374005895,0.2969873308399978
59,59,7,0.30198264685036713,196.8875148581845,0.25473680723465014,metal,0.5662878454638989,2019,0.8664576614774441,0.8348646884824702,0.6970550643132924,0.9743569415242703,0.567976652265095,0.21873579164343265,0.23206276234170226,0.5780171365363482
60,60,2,0.37088810141065476,205.78196224580154,0.5485809534972637,classical,0.1537012887275857,2003,0.7907748197871791,0.9563916502908911,0.6694997799495583,0.6982924753672969,0.4066229849055303,0.30942565900055985,0.13724310083792277,0.46698665106842996
61,61,0,0.49608876293988535,205.06243717161448,0.6148811653193244,classical,0.2567800827709674,2019,0.5842821217460142,0.723175564884335,0.5964120544735918,0.5739763643582773,0.47967202893812,0.2968421237136851,0.22505597553294937,0.3872085400077243
62,62,2,0.686404838240568,185.268088990492,0.840612423660879,classical,0.1822790362893814,2006,0.7672780640166204,1.004828377430134,0.2338019220796448,0.39919437373183747,0.9402743419295654,0.42859476481913483,0.3203382275249238,0.3122599902616471
63,63,1,0.390906161109505,116.33559330767248,0.505505197556532,rock,0.7773522678681029,2007,0.6019207718673931,0.7216355053752678,0.41917840764138065,0.8357861380771591,0.3557538100068113,0.36868118423420687,0.20188812780276688,0.29929222326325616
64,64,3,0.44316348062408695,135.57988645854655,0.37604473996658605,classical,0.859444519397438,2020,0.7945794080481408,0.7008959768125804,0.47149705384744456,0.9044325852751508,0.3752959882413651,0.3578240411418322,0.12698364283146132,0.32681810597788274
65,65,6,0.23998232079002124,181.47613097945037,0.4936993343001413,metal,0.4662595716045511,2020,0.7583393263245247,0.7653476991977719,0.5090243621811004,0.7665952766105709,0.6256547133275296,0.8128547248009915,0.35202703581642153,0.19689011599009387
66,66,0,0.5153617911305407,153.73788090222058,0.5769476559333859,pop,0.3804034242589472,2015,0.5834485107212648,0.5250258442402487,0.8782620495728983,0.7012589615983028,0.5257569039906975,0.2885612253284886,0.34292776055408486,0.24963035407657444
67,67,1,0.18277739876507731,221.78251649958995,0.622939519244238,jazz,0.5702250471278478,2013,0.6239723535237681,0.5546750968188505,0.733968204152189,0.8894920233625698,0.4261951220522401,0.6630769932872675,0.16639860467949444,0.21111755671492816
68,68,9,0.46655420955229876,191.512288550807,0.6525166190704969,rock,0.3010782087286415,2001,0.8255057990485226,0.6731157588535213,0.7056914421801699,0.5990313933536161,0.8163825299907126,0.8732671977561548,0.2598008264926337,0.3368536505159613
69,69,0,0.7493102077915856,134.73991621351718,0.6249390629513761,jazz,0.15981676548185336,2007,0.4969555197089621,0.7405717828861285,0.5491887244616147,0.7587581115568319,0.2546009042622799,0.5334130277028556,0.3264243632704097,0.4648443176575203
70,70,8,0.41176023029265035,190.6722371995558,0.742298644041781,rock,0.49818900911715613,2014,0.6969781210148811,0.8654613571346016,0.975088088583035,0.8028749479290513,0.21847633277531348,0.3722742188165742,0.2808924557075933,0.3166158245153713
71,71,3,0.47867815722905904,193.865171846426,0.3094897357034101,classical,0.6301555473497372,2007,0.7477621831786812,0.6227986301540479,0.5648905067368926,0.9068193551657991,0.6024409998146859,0.5888029377580876,0.3138548987801925,0.3024418675473986
72,72,1,0.3998157892964032,202.60438791724258,0.7359342663519566,hiphop,0.36273596530722774,2002,0.8741007757281554,0.6615391366641535,0.5545937031216409,0.8666683453722951,0.5268319606251366,0.4595046120274978,0.37585255538120915,0.2634060599713035
73,73,3,0.5030290414836306,235.37285392407966,0.4055325567809864,pop,0.2054892456525942,2010,0.7313931604508416,0.7601129905213836,0.46927593268689055,0.7565781715979092,0.74128692658436,0.8792022774954715,0.2269181984762843,0.2517747498461458
74,74,6,0.8768523861757258,161.42720905679136,0.4345428152459616,pop,0.737637127855834,2018,0.8009968281603882,0.7025603715043832,0.5392260106763131,0.8802081829370049,0.41138152932971517,0.5672933791024256,0.1022995709582745,0.3032348244462106
75,75,2,0.7989283901014679,167.3823264249332,0.4604331044754625,electronic,0.4534156871025944,2010,0.6862276017857029,0.687129348714097,0.6204420773169314,0.8003891851954826,0.4429202765879577,0.20028299938799243,0.212789647742739,0.1757764814902427
76,76,0,0.3794218007874297,226.03674274715604,0.6655903784698642,jazz,0.3123961511023169,2005,0.8334260633940938,0.3847130648351393,0.6670170564102179,0.7416742625215376,0.47652269445176415,0.2257905277220162,0.09254382653897206,0.24978855190268534
77,77,0,0.06929531066668115,216.10658149890583,0.47351742001465014,pop,0.34285157569471647,2006,0.8799126215970445,0.7670718083392848,0.4368648314370528,0.676764040031946,0.6157259013499934,0.9530886008480834,0.5499950115506429,0.009684577141447603
78,78,5,0.15723400726844983,196.72927983123702,0.7829647055528866,classical,0.5302590252584473,2019,0.7603876067560964,1.0194878234135494,0.6792830398670998,0.8698946627953887,0.4881422850104304,0.6107519389780678,0.1828378613381258,0.33719637397045016
79,79,2,0.4623879334450556,163.40829460315902,0.5989382020824293,electronic,0.603293213024062,2005,0.8524844618340744,0.6401189889294283,0.5838293997304693,0.8131935146160557,0.5244641102271922,0.49490879564202156,0.3273335820493475,0.38807670262850597
80,80,2,0.5647112095470267,204.11838710192293,0.5283071294705706,pop,0.36024900323603404,2009,0.6596394768382086,0.6506041060257179,0.4271786388320675,0.8886559398818815,0.6614474588023359,0.5904559574399453,0.07887441012440749,0.5533020058590454
81,81,4,0.39587491477260506,128.71599720648584,0.6158679342129459,electronic,0.6518228365565341,2005,0.7351515701945561,0.8595528696653878,0.5286919003801257,0.8974685313423791,0.2827035083398112,0.3575895459772094,0.4842417622747557,0.3189471035079663
82,82,4,0.4737073830217841,190.70128119887124,0.6426077488232652,classical,0.5188013550130429,2000,0.6042502485404876,0.7705662456719453,1.0020314022204078,0.7045729324808652,0.8704928571753212,0.6455271007410852,0.31943253615718253,0.23752408909326678
83,83,0,0.1792878645715193,224.13284842000638,0.3397208086051704,pop,0.5831205894817125,2007,0.7915026995765296,0.7194478424138859,0.594800218825219,0.6674737518471882,0.27235542416552627,0.5071370500012975,0.23285679372249346,0.20559622086345875
84,84,20,0.6866539614116953,162.7539428664062,0.4871630832836947,jazz,0.2535672483095563,2007,0.723772810271802,0.6288350695145877,0.8122428983185533,0.5757826243198457,0.7855310513979239,0.7560751056706434,0.6605617504230481,0.2705006802071075
85,85,11,0.43784279070724763,205.0985681716212,0.4443084783069627,pop,0.5503144930535263,2020,0.8171834457029331,0.7990188035826296,0.7736750585363248,0.44727416428159056,0.28807526967166164,0.8104248618520049,0.1615352636594297,0.3512358375138141
86,86,3,0.5185235997686131,141.2264658227868,0.8061151635942212,hiphop,0.5265399405593687,2018,0.4666818296323378,0.5793444926005791,0.4473148073873986,0.9477579113782294,0.37392925989463,0.6441086576810395,0.584428496929662,0.4312252153026128
87,87,0,0.679920481376478,193.29799975078157,0.6047380580681618,rock,0.6068792863987078,2012,0.6265055905335062,0.6855645789651484,0.6886461963560282,0.6077244399885449,0.3402965712252629,0.20958170790871594,0.39023063140213105,0.5375250681477859
88,88,1,0.7450202659638382,153.33764919504767,0.546749911364301,pop,0.17529341644481616,2005,0.5866574748312208,0.9251725837436833,0.7962554631519572,0.7500591021670463,0.5652007937875787,0.3993229435176947,0.1530142922642234,0.013350025354835815
89,89,0,0.405932985185359,147.39410802520763,0.5826698324885602,pop,0.3860779513881714,2007,0.5196499430409274,0.8677175105566494,0.23219705156850223,0.7785864407839819,0.8223914718814149,0.722082069848457,-0.001976578103963844,0.4958766886580926
90,90,5,0.661560155269037,180.40027911411036,0.6334850125102137,rock,0.4265788377317699,2017,0.6085032885365953,0.8226653266818387,0.7840997734910102,0.6132540470346508,0.4594995872489519,0.8514856169240725,0.23983393403478348,0.30039710032596406
91,91,1,0.7775016057175688,188.82301084704983,0.5038410744347815,metal,0.5634421086584176,2003,0.6874917280320084,0.8541622963579056,0.35799309362897436,0.721575544388896,0.5159958300016707,0.44955544229543676,0.4487261394064548,0.2974224021505094
92,92,20,0.5174386648504379,150.47903443654266,0.2656957712425281,hiphop,0.5283690324379402,2017,0.8225404990869645,0.5845281722272219,0.7566287730608982,0.959201359090624,1.0674701420787145,0.5108030518318696,0.17835713397812575,0.17679584779594884
93,93,11,0.34453376917759654,115.15980767501894,0.822341544226834,pop,0.2832157905151448,2020,0.8477470605295,0.9124847847607559,0.8660582099942091,0.7854881292277669,0.818697655242352,0.7268416351393331,0.506318597085085,0.20375680228167728
94,94,11,0.5385298846183943,222.78366223052535,0.5375516678438279,electronic,0.3812844162961583,2018,0.9473804816339305,0.7259488080334314,0.812362958821826,0.8209639442012722,0.1580236210517078,0.8625388051478109,0.15543808015302,0.12295812812049386
95,95,6,0.05626059670091327,177.84218036011114,0.4778484317271094,rock,0.3701334855604381,2023,0.8567250492868674,0.7478371034166241,0.21134497691009185,0.8474901618433888,0.5803176320038221,0.3470635868075602,0.2618589948936288,0.28955214085724146
96,96,0,0.5809163954739238,191.30057264980516,0.3463957440926923,classical,0.14750838130294291,2004,0.8465142278194664,0.6730648160046894,0.5001252222780185,0.5611657866849702,0.500086874418506,0.6565283525812201,0.37903861506663655,0.11309746187325112
97,97,0,0.6115343756897071,148.50927081126056,0.3456872880032737,electronic,0.30379070388831364,2002,0.6165323769377798,0.41862359054755793,0.5182574623249978,0.4519799283757989,0.5372924364862303,0.5574744069080872,0.17497825450824864,0.4217700809837665
98,98,1,0.36784447093084205,231.43747425654414,0.5610043238232215,hiphop,0.30545395519279767,2021,0.531956321911953,0.785077755274616,0.6721259848720192,0.812152059222966,0.36466566302551584,0.5815461113626327,0.19813730936907234,0.26562808117741965
99,99,1,0.33663856758795363,235.6691467786923,0.46490520691887627,pop,0.35851234441962415,2010,0.8214766858122313,0.986032096065719,0.4550135963169867,0.5106565298007606,0.20729644210310144,0.29494326029145124,0.190476958096991,0.2413656107632049
100,100,6,0.4644032613327649,145.78344090726887,0.28411176904974245,classical,0.29355470047653354,2016,0.5995509316073218,0.9297187869692309,0.5865323004567061,0.8253596268174842,0.5354506759093437,1.0369229997628904,0.10088267671161574,0.38089039773731137
101,101,5,0.560763781919375,199.32846315995502,0.3926527548016081,hiphop,0.46830320743116455,2018,0.8560084330236309,0.8391565157989747,0.4296729529732871,0.7927687051173252,0.56301730920267,0.5776289385084101,0.35197564414779603,0.29201805038153683
102,102,7,0.5608533386484053,136.04888334452744,0.6313137974395051,rock,0.8613464322606925,2018,0.6449789723714344,0.6733687754801372,0.4384159095643247,0.8530225967325068,0.49025023188830114,0.38533609495584104,0.40705727387937746,0.3951720174734441
103,103,0,0.9265231550732898,133.14889945859983,0.30756434253875664,hiphop,0.4632887257505832,2002,0.7078760556859648,0.8036478867609053,0.697602749189294,0.7021671532462268,0.615542336886838,0.40474262374703224,0.45063261977561186,0.16392542219007708
104,104,6,0.7498763729166376,173.70098106713084,0.6739930493053727,jazz,0.641657184468032,2011,0.7302612692124765,0.580970699689294,0.8330463439780805,0.7376264709246071,0.444277624642802,0.49576955670885425,0.27024075861146263,0.4203732127351087
105,105,1,0.6520520240183988,161.10101400710477,0.43397261511697094,hiphop,0.41169395870943637,2000,0.7761902970809711,0.6651657074038898,0.35158793168053065,0.8557394064504006,0.4872315953626283,0.5632457239621174,0.40664389445355265,0.38097396401635475
106,106,0,0.4493012249526216,167.24921505920167,0.31771077220806376,electronic,0.5637669516162772,2007,0.9421879888002936,0.44309646631456495,0.5910265783539845,0.925984590648129,0.48531426023742164,0.36358820710467465,0.2566532207082635,0.3304434321458716
107,107,4,0.4918680502486921,166.59484838203878,0.2906276769368865,jazz,0.279556775845471,2005,0.8159346467846472,0.5150009575788365,0.6021646605206668,0.7897760806679407,0.33113498469250724,0.5732418040757863,0.561917515037651,0.1675564359605748
108,108,9,0.5032771009836222,177.23181714266275,0.4653042689448748,hiphop,0.64826115346294,2018,0.6434468384476051,0.7238377808066381,0.7961404129791245,0.5392120059562744,0.19037875006204413,0.5739074138929217,0.15771967395188866,0.2267304408732853
109,109,2,0.6611346003899963,173.3624697363412,0.38147054302825456,metal,0.2663225738627623,2004,0.6233042001820213,0.6821915820440756,0.44381087576903144,0.999718479169186,0.39113431569665524,-0.01320911757010923,0.3682158956519176,0.47541108223160494
110,110,2,0.6330765410179487,176.1468785172128,0.6156847050318105,rock,0.618677373872891,2018,0.5008950804401071,0.7738273634777735,0.6845153348195391,0.7628882598637409,0.3826599178583816,0.6586368034699241,0.1344222845683162,0.4128823085181588
111,111,13,0.24167727628514213,177.56846627310577,0.7081188491464105,jazz,0.6364416969153199,2018,0.7966479183863248,0.9336848824971354,0.9606305110415972,0.6172901679382561,0.1755641413125269,0.38283635209153105,0.18783503639291965,0.5060122154506947
112,112,0,0.4718726308991363,190.8555782737711,0.25884012050190974,rock,0.32330846170110256,2019,0.41105089437509,0.6777525229893563,0.27255475253239103,0.6176668269981027,0.5068364517721449,0.3470036337088115,0.6625886424638818,0.0398933312746082
113,113,6,0.5490391971800104,208.72979748051995,0.4978932289802874,rock,0.15872161596827072,2012,0.8097875899135559,0.6844572772861908,0.7599774771561806,0.7532038754182154,0.6647746035625764,0.42244552114931716,0.21531951300271088,0.4760363005592133
114,114,7,0.5481828449677552,120.60063976571348,0.403339726916955,metal,0.8544643524373348,2012,0.7620948886398611,0.5475536312485185,0.5145558160832673,0.5744464345851861,0.31930513986412035,0.4456549718788607,0.2973097776165056,0.4704355651783607
115,115,1,0.4263266309607166,208.0362774227448,0.584740658297256,classical,0.4390396364227425,2016,0.7970486740259575,0.7644761242572912,0.3315590228589615,0.8576829895724765,0.3224794907103008,0.2657383766921766,0.2689832232133891,0.07926191837745614
